,CLASSNAME,VIEW_DATE,AREAUCKM,AREAMUNKM,MUNICIPALI,UF,LAT,LONG,base_url,name,event1_date_start,event1_date_end,event1_km2,event1_lat,event1_lon,event2_yes_within_2weeks,event2_date_start,event2_date_end,event2_km2,event2_lat,event2_lon
21370,CICATRIZ_DE_QUEIMADA,2016-08-17,0.0,45.7014100149,Nova Olinda do Maranhao,MA,-46.0361,-2.71804,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-46.036,-2.718/zoom/13.49/dates/2016-08-03T00:00:00Z..2016-08-17T00:00:00Z/geometry/POLYGON((-45.99088795551135-2.71804,-45.99175669226859-2.726860432318298,-45.99432951747394-2.73534190036916,-45.99850755889761-2.743158466091853,-46.00413025675076-2.750009743249233,-46.01098153390814-2.755632441102385,-46.01879809963084-2.759810482526055,-46.0272795676817-2.762383307731406,-46.0361-2.763252044488651,-46.04492043231829-2.762383307731406,-46.05340190036916-2.759810482526055,-46.06121846609185-2.755632441102385,-46.06806974324923-2.750009743249233,-46.07369244110238-2.743158466091853,-46.07787048252605-2.73534190036916,-46.0804433077314-2.726860432318298,-46.08131204448865-2.71804,-46.0804433077314-2.709219567681701,-46.07787048252605-2.700738099630839,-46.07369244110238-2.692921533908147,-46.06806974324923-2.686070256750766,-46.06121846609185-2.680447558897615,-46.05340190036916-2.676269517473945,-46.0449204323183-2.673696692268594,-46.0361-2.672827955511348,-46.0272795676817-2.673696692268594,-46.01879809963084-2.676269517473945,-46.01098153390814-2.680447558897615,-46.00413025675076-2.686070256750766,-45.99850755889761-2.692921533908147,-45.99432951747394-2.700738099630839,-45.99175669226859-2.709219567681701,-45.99088795551135-2.71804))/items/PSScene4Band%320160803_180413_0c76,PSScene4Band%320160803_180412_0c76,PSScene4Band%320160803_180411_0c76/comparing/result::PSScene4Band:1470268800000,result::PSScene4Band:1471305600000",,,,,,,,,,,,
21371,CICATRIZ_DE_QUEIMADA,2016-08-17,0.0,71.0466250157,Centro do Guilherme,MA,-46.2065,-2.5151,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-46.206,-2.515/zoom/13.49/dates/2016-08-03T00:00:00Z..2016-08-17T00:00:00Z/geometry/POLYGON((-46.16128795551135-2.5151,-46.1621566922686-2.523920432318298,-46.16472951747394-2.53240190036916,-46.16890755889762-2.540218466091853,-46.17453025675076-2.547069743249233,-46.18138153390814-2.552692441102385,-46.18919809963084-2.556870482526055,-46.1976795676817-2.559443307731406,-46.2065-2.560312044488652,-46.21532043231829-2.559443307731406,-46.22380190036916-2.556870482526055,-46.23161846609185-2.552692441102385,-46.23846974324923-2.547069743249233,-46.24409244110238-2.540218466091853,-46.24827048252605-2.53240190036916,-46.2508433077314-2.523920432318298,-46.25171204448865-2.5151,-46.2508433077314-2.506279567681701,-46.24827048252605-2.49779809963084,-46.24409244110238-2.489981533908147,-46.23846974324923-2.483130256750766,-46.23161846609185-2.477507558897615,-46.22380190036916-2.473329517473945,-46.2153204323183-2.470756692268594,-46.2065-2.469887955511348,-46.1976795676817-2.470756692268594,-46.18919809963084-2.473329517473945,-46.18138153390814-2.477507558897615,-46.17453025675076-2.483130256750766,-46.16890755889762-2.489981533908147,-46.16472951747394-2.497798099630839,-46.1621566922686-2.506279567681701,-46.16128795551135-2.5151))/items/PSScene4Band%320160804_174257_0c59,PSScene4Band%320160804_174256_0c59,PSScene4Band%320160809_154400_1_0c76/comparing/result::PSScene4Band:1470268800000,result::PSScene4Band:1471305600000",,,,,,,,,,,,
21400,CICATRIZ_DE_QUEIMADA,2019-06-30,0.0,54.4304356346,Marcelandia,MT,-53.8438,-10.8113,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.844,-10.811/zoom/13.49/dates/2019-06-16T00:00:00Z..2019-06-30T00:00:00Z/geometry/POLYGON((-53.79858795551135-10.8113,-53.7994566922686-10.8201204323183,-53.80202951747395-10.82860190036916,-53.80620755889762-10.83641846609185,-53.81183025675077-10.84326974324923,-53.81868153390815-10.84889244110238,-53.82649809963084-10.85307048252605,-53.8349795676817-10.85564330773141,-53.8438-10.85651204448865,-53.8526204323183-10.85564330773141,-53.86110190036916-10.85307048252605,-53.86891846609186-10.84889244110238,-53.87576974324924-10.84326974324923,-53.88139244110238-10.83641846609185,-53.88557048252606-10.82860190036916,-53.8881433077314-10.8201204323183,-53.88901204448865-10.8113,-53.8881433077314-10.8024795676817,-53.88557048252606-10.79399809963084,-53.88139244110238-10.78618153390815,-53.87576974324924-10.77933025675077,-53.86891846609186-10.77370755889761,-53.86110190036916-10.76952951747394,-53.8526204323183-10.76695669226859,-53.8438-10.76608795551135,-53.83497956768171-10.76695669226859,-53.82649809963084-10.76952951747394,-53.81868153390815-10.77370755889761,-53.81183025675077-10.77933025675077,-53.80620755889762-10.78618153390815,-53.80202951747395-10.79399809963084,-53.7994566922686-10.8024795676817,-53.79858795551135-10.8113))/items/PSScene4Band%320190623_134108_09_1061,PSScene4Band%320190623_134106_07_1061,PSScene4Band%320190628_133311_0f31,PSScene4Band%320190628_133312_0f31,PSScene4Band%320190627_132206_1020,PSScene4Band%320190627_132207_1020,PSScene4Band%320190627_133157_1006,PSScene4Band%320190627_133156_1006,PSScene4Band%320190627_133155_1006,PSScene4Band%320190626_161856_0f02,PSScene4Band%320190626_161855_0f02,PSScene4Band%320190625_132309_1052,PSScene4Band%320190625_132308_1052,PSScene4Band%320190625_132310_1052,PSScene4Band%320190625_133003_100c,PSScene4Band%320190625_133004_100c,PSScene4Band%320190624_132320_0f46,PSScene4Band%320190624_132319_0f46,PSScene4Band%320190623_132944_1006,PSScene4Band%320190623_132943_1006,PSScene4Band%320190623_132945_1006,PSScene4Band%320190622_132226_104b,PSScene4Band%320190622_132225_104b,PSScene4Band%320190622_132227_104b,PSScene4Band%320190622_133052_0f4e,PSScene4Band%320190622_133051_0f4e,PSScene4Band%320190622_133050_0f4e,PSScene4Band%320190621_132405_0f44,PSScene4Band%320190621_132404_0f44,PSScene4Band%320190621_132406_0f44,PSScene4Band%320190621_132752_100c,PSScene4Band%320190621_132753_100c,PSScene4Band%320190621_132751_100c,PSScene4Band%320190619_132219_104e,PSScene4Band%320190619_132218_104e,PSScene4Band%320190619_133210_1105,PSScene4Band%320190619_133209_1105,PSScene4Band%320190618_133211_101e,PSScene4Band%320190618_133212_101e,PSScene4Band%320190618_133101_1012,PSScene4Band%320190618_133102_1012,PSScene4Band%320190618_132515_0f2e,PSScene4Band%320190618_132514_0f2e/comparing/result::PSScene4Band:1560729600000,result::PSScene4Band:1561766400000",,,,,,,,,,,,
21450,CICATRIZ_DE_QUEIMADA,2019-09-28,0.0,16.9062145967,Santa Cruz do Xingu,MT,-52.7751,-10.2721,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-52.775,-10.272/zoom/13.49/dates/2019-09-14T00:00:00Z..2019-09-28T00:00:00Z/geometry/POLYGON((-52.72988795551135-10.2721,-52.7307566922686-10.2809204323183,-52.73332951747395-10.28940190036916,-52.73750755889762-10.29721846609185,-52.74313025675077-10.30406974324923,-52.74998153390815-10.30969244110238,-52.75779809963084-10.31387048252605,-52.7662795676817-10.31644330773141,-52.7751-10.31731204448865,-52.7839204323183-10.31644330773141,-52.79240190036916-10.31387048252605,-52.80021846609186-10.30969244110238,-52.80706974324924-10.30406974324923,-52.81269244110239-10.29721846609185,-52.81687048252606-10.28940190036916,-52.8194433077314-10.2809204323183,-52.82031204448865-10.2721,-52.8194433077314-10.2632795676817,-52.81687048252606-10.25479809963084,-52.81269244110239-10.24698153390815,-52.80706974324924-10.24013025675077,-52.80021846609186-10.23450755889762,-52.79240190036916-10.23032951747395,-52.7839204323183-10.22775669226859,-52.7751-10.22688795551135,-52.76627956768171-10.22775669226859,-52.75779809963084-10.23032951747395,-52.74998153390815-10.23450755889762,-52.74313025675077-10.24013025675077,-52.73750755889762-10.24698153390815,-52.73332951747395-10.25479809963084,-52.7307566922686-10.2632795676817,-52.72988795551135-10.2721))/items/PSScene4Band%320190915_130629_100d,PSScene4Band%320190915_130627_100d,PSScene4Band%320190915_130628_100d,PSScene4Band%320190927_132844_0f35,PSScene4Band%320190927_132845_0f35,PSScene4Band%320190927_132843_0f35,PSScene4Band%320190927_144438_80_106d,PSScene4Band%320190925_131753_0e2f,PSScene4Band%320190925_131754_0e2f,PSScene4Band%320190925_131755_0e2f,PSScene4Band%320190925_130428_1053,PSScene4Band%320190925_130427_1053,PSScene4Band%320190923_130439_1043,PSScene4Band%320190923_130440_1043,PSScene4Band%320190923_130438_1043,PSScene4Band%320190922_132833_1035,PSScene4Band%320190922_132832_1035,PSScene4Band%320190922_144537_74_1063,PSScene4Band%320190921_131854_0e3a,PSScene4Band%320190921_131856_0e3a,PSScene4Band%320190921_131855_0e3a,PSScene4Band%320190920_132842_101e,PSScene4Band%320190920_132843_101e,PSScene4Band%320190920_132621_1012,PSScene4Band%320190920_130604_0f2b,PSScene4Band%320190920_130605_0f2b,PSScene4Band%320190920_130603_0f2b,PSScene4Band%320190919_130517_1020,PSScene4Band%320190919_130515_1020,PSScene4Band%320190919_130516_1020,PSScene4Band%320190918_132716_1035,PSScene4Band%320190918_132717_1035,PSScene4Band%320190918_130558_0f36,PSScene4Band%320190918_130559_0f36,PSScene4Band%320190918_130557_0f36,PSScene4Band%320190917_134409_28_1057,PSScene4Band%320190917_132628_103d,PSScene4Band%320190917_132629_103d,PSScene4Band%320190916_130554_0f3d,PSScene4Band%320190916_130553_0f3d,PSScene4Band%320190916_132934_1011,PSScene4Band%320190916_132935_1011,PSScene4Band%320190914_130605_1048,PSScene4Band%320190914_130607_1048,PSScene4Band%320190914_130606_1048,PSScene4Band%320190914_132556_1035,PSScene4Band%320190914_132557_1035,PSScene4Band%320190914_132558_1035/comparing/result::PSScene4Band:1568505600000,result::PSScene4Band:1569542400000",,,,,,,,,,,,
21455,CICATRIZ_DE_QUEIMADA,2019-09-28,0.0,12.606162588499998,Santana do Araguaia,PA,-50.201,-9.57823,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-50.201,-9.578/zoom/13.49/dates/2019-09-14T00:00:00Z..2019-09-28T00:00:00Z/geometry/POLYGON((-50.15578795551135-9.57823,-50.1566566922686-9.587050432318298,-50.15922951747395-9.59553190036916,-50.16340755889762-9.603348466091852,-50.16903025675077-9.610199743249233,-50.17588153390815-9.615822441102384,-50.18369809963084-9.620000482526054,-50.1921795676817-9.622573307731406,-50.201-9.623442044488652,-50.2098204323183-9.622573307731406,-50.21830190036916-9.620000482526054,-50.22611846609185-9.615822441102384,-50.23296974324924-9.610199743249233,-50.23859244110238-9.603348466091852,-50.24277048252605-9.59553190036916,-50.2453433077314-9.587050432318298,-50.24621204448865-9.57823,-50.2453433077314-9.569409567681701,-50.24277048252605-9.560928099630839,-50.23859244110238-9.553111533908147,-50.23296974324924-9.546260256750767,-50.22611846609185-9.540637558897615,-50.21830190036916-9.536459517473945,-50.2098204323183-9.533886692268593,-50.201-9.533017955511347,-50.19217956768171-9.533886692268593,-50.18369809963084-9.536459517473945,-50.17588153390815-9.540637558897615,-50.16903025675077-9.546260256750767,-50.16340755889762-9.553111533908146,-50.15922951747395-9.560928099630839,-50.1566566922686-9.569409567681701,-50.15578795551135-9.57823))/items/PSScene4Band%320190926_131726_103b,PSScene4Band%320190926_131728_103b,PSScene4Band%320190926_131727_103b,PSScene4Band%320190925_143414_81_106b,PSScene4Band%320190925_143412_75_106b,PSScene4Band%320190924_125438_0f33,PSScene4Band%320190924_125439_0f33,PSScene4Band%320190924_125437_0f33,PSScene4Band%320190922_125436_1049,PSScene4Band%320190922_125435_1049,PSScene4Band%320190922_131844_0f17,PSScene4Band%320190922_131843_0f17,PSScene4Band%320190921_131830_1040,PSScene4Band%320190921_131829_1040,PSScene4Band%320190921_125437_0f32,PSScene4Band%320190920_125346_1052,PSScene4Band%320190920_125345_1052,PSScene4Band%320190920_131823_1005,PSScene4Band%320190920_131821_1005,PSScene4Band%320190920_131822_1005,PSScene4Band%320190919_131632_1010,PSScene4Band%320190919_131631_1010,PSScene4Band%320190919_143429_75_106d,PSScene4Band%320190918_131718_0f17,PSScene4Band%320190918_131717_0f17,PSScene4Band%320190918_125222_100d,PSScene4Band%320190918_125220_100d,PSScene4Band%320190918_125221_100d,PSScene4Band%320190917_131821_1013,PSScene4Band%320190917_131820_1013,PSScene4Band%320190915_131712_1029,PSScene4Band%320190915_131711_1029,PSScene4Band%320190914_133635_59_105c,PSScene4Band%320190914_143516_87_1063/comparing/result::PSScene4Band:1568505600000,result::PSScene4Band:1569542400000",,,,,,,,,,,,
21534,CICATRIZ_DE_QUEIMADA,2016-08-31,0.0,25.193011367199997,Monte Alegre,PA,-54.0308,-1.16206,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.031,-1.162/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-53.98558795551135-1.16206,-53.9864566922686-1.170880432318299,-53.98902951747394-1.17936190036916,-53.99320755889762-1.187178466091853,-53.99883025675076-1.194029743249234,-54.00568153390815-1.199652441102385,-54.01349809963084-1.203830482526055,-54.0219795676817-1.206403307731406,-54.0308-1.207272044488652,-54.03962043231829-1.206403307731406,-54.04810190036916-1.203830482526055,-54.05591846609185-1.199652441102385,-54.06276974324923-1.194029743249234,-54.06839244110238-1.187178466091853,-54.07257048252605-1.179361900369161,-54.0751433077314-1.170880432318299,-54.07601204448865-1.16206,-54.0751433077314-1.153239567681702,-54.07257048252605-1.14475809963084,-54.06839244110238-1.136941533908147,-54.06276974324923-1.130090256750766,-54.05591846609185-1.124467558897615,-54.04810190036916-1.120289517473945,-54.0396204323183-1.117716692268594,-54.0308-1.116847955511348,-54.0219795676817-1.117716692268594,-54.01349809963084-1.120289517473945,-54.00568153390815-1.124467558897615,-53.99883025675076-1.130090256750766,-53.99320755889762-1.136941533908147,-53.98902951747394-1.144758099630839,-53.9864566922686-1.153239567681701,-53.98558795551135-1.16206))/items//comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
21536,CICATRIZ_DE_QUEIMADA,2016-08-31,0.0,24.705818606100003,Prainha,PA,-53.7975,-1.19961,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.797,-1.200/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-53.75228795551135-1.19961,-53.7531566922686-1.208430432318299,-53.75572951747395-1.21691190036916,-53.75990755889762-1.224728466091853,-53.76553025675076-1.231579743249234,-53.77238153390815-1.237202441102385,-53.78019809963084-1.241380482526055,-53.7886795676817-1.243953307731406,-53.7975-1.244822044488652,-53.80632043231829-1.243953307731406,-53.81480190036916-1.241380482526055,-53.82261846609185-1.237202441102385,-53.82946974324923-1.231579743249234,-53.83509244110238-1.224728466091853,-53.83927048252605-1.216911900369161,-53.8418433077314-1.208430432318299,-53.84271204448865-1.19961,-53.8418433077314-1.190789567681702,-53.83927048252605-1.18230809963084,-53.83509244110238-1.174491533908147,-53.82946974324923-1.167640256750766,-53.82261846609185-1.162017558897615,-53.81480190036916-1.157839517473945,-53.8063204323183-1.155266692268594,-53.7975-1.154397955511348,-53.7886795676817-1.155266692268594,-53.78019809963084-1.157839517473945,-53.77238153390815-1.162017558897615,-53.76553025675076-1.167640256750766,-53.75990755889762-1.174491533908147,-53.75572951747395-1.182308099630839,-53.7531566922686-1.190789567681701,-53.75228795551135-1.19961))/items/PSScene4Band%320160826_130658_0e2f,PSScene4Band%320160826_130657_0e2f,PSScene4Band%320160821_130714_0e20,PSScene4Band%320160821_130715_0e20,PSScene4Band%320160819_121956_1_0c1b,PSScene4Band%320160819_121956_0c1b,PSScene4Band%320160819_121955_0c1b,PSScene4Band%320160829_202200_0c81/comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
21538,CICATRIZ_DE_QUEIMADA,2016-08-31,0.0,11.2080817365,Monte Alegre,PA,-53.8874,-1.21078,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.887,-1.211/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-53.84218795551135-1.21078,-53.8430566922686-1.219600432318299,-53.84562951747395-1.22808190036916,-53.84980755889762-1.235898466091853,-53.85543025675076-1.242749743249234,-53.86228153390815-1.248372441102385,-53.87009809963084-1.252550482526055,-53.8785795676817-1.255123307731406,-53.8874-1.255992044488652,-53.89622043231829-1.255123307731406,-53.90470190036916-1.252550482526055,-53.91251846609185-1.248372441102385,-53.91936974324923-1.242749743249234,-53.92499244110238-1.235898466091853,-53.92917048252605-1.228081900369161,-53.9317433077314-1.219600432318299,-53.93261204448865-1.21078,-53.9317433077314-1.201959567681701,-53.92917048252605-1.19347809963084,-53.92499244110238-1.185661533908147,-53.91936974324923-1.178810256750766,-53.91251846609185-1.173187558897615,-53.90470190036916-1.169009517473945,-53.8962204323183-1.166436692268594,-53.8874-1.165567955511348,-53.8785795676817-1.166436692268594,-53.87009809963084-1.169009517473945,-53.86228153390815-1.173187558897615,-53.85543025675076-1.178810256750766,-53.84980755889762-1.185661533908147,-53.84562951747395-1.193478099630839,-53.8430566922686-1.201959567681701,-53.84218795551135-1.21078))/items/PSScene4Band%320160826_130659_0e2f,PSScene4Band%320160826_130658_0e2f,PSScene4Band%320160826_130657_0e2f,PSScene4Band%320160821_130714_0e20,PSScene4Band%320160821_130715_0e20,PSScene4Band%320160829_202240_0c75,PSScene4Band%320160821_130716_0e20/comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
21539,CICATRIZ_DE_QUEIMADA,2016-08-31,0.0,12.48782733,Prainha,PA,-53.8633,-1.19535,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.863,-1.195/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-53.81808795551135-1.19535,-53.8189566922686-1.204170432318298,-53.82152951747395-1.21265190036916,-53.82570755889762-1.220468466091853,-53.83133025675077-1.227319743249233,-53.83818153390815-1.232942441102385,-53.84599809963084-1.237120482526055,-53.8544795676817-1.239693307731406,-53.8633-1.240562044488652,-53.8721204323183-1.239693307731406,-53.88060190036916-1.237120482526055,-53.88841846609186-1.232942441102385,-53.89526974324924-1.227319743249234,-53.90089244110239-1.220468466091853,-53.90507048252606-1.21265190036916,-53.90764330773141-1.204170432318298,-53.90851204448865-1.19535,-53.90764330773141-1.186529567681701,-53.90507048252606-1.17804809963084,-53.90089244110239-1.170231533908147,-53.89526974324924-1.163380256750766,-53.88841846609186-1.157757558897615,-53.88060190036916-1.153579517473945,-53.8721204323183-1.151006692268594,-53.8633-1.150137955511348,-53.85447956768171-1.151006692268594,-53.84599809963084-1.153579517473945,-53.83818153390815-1.157757558897615,-53.83133025675077-1.163380256750766,-53.82570755889762-1.170231533908147,-53.82152951747395-1.178048099630839,-53.8189566922686-1.186529567681701,-53.81808795551135-1.19535))/items/PSScene4Band%320160826_130658_0e2f,PSScene4Band%320160826_130657_0e2f,PSScene4Band%320160821_130714_0e20,PSScene4Band%320160821_130715_0e20/comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
21540,CICATRIZ_DE_QUEIMADA,2016-08-31,0.0,19.1704135475,Monte Alegre,PA,-54.0654,-1.21588,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.065,-1.216/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-54.02018795551135-1.21588,-54.02105669226859-1.224700432318299,-54.02362951747394-1.23318190036916,-54.02780755889761-1.240998466091853,-54.03343025675076-1.247849743249234,-54.04028153390814-1.253472441102385,-54.04809809963083-1.257650482526055,-54.05657956768169-1.260223307731406,-54.0654-1.261092044488652,-54.07422043231829-1.260223307731406,-54.08270190036916-1.257650482526055,-54.09051846609185-1.253472441102385,-54.09736974324923-1.247849743249234,-54.10299244110238-1.240998466091853,-54.10717048252605-1.233181900369161,-54.1097433077314-1.224700432318299,-54.11061204448865-1.21588,-54.1097433077314-1.207059567681702,-54.10717048252605-1.19857809963084,-54.10299244110238-1.190761533908147,-54.09736974324923-1.183910256750766,-54.09051846609185-1.178287558897615,-54.08270190036916-1.174109517473945,-54.0742204323183-1.171536692268594,-54.0654-1.170667955511348,-54.0565795676817-1.171536692268594,-54.04809809963083-1.174109517473945,-54.04028153390814-1.178287558897615,-54.03343025675076-1.183910256750766,-54.02780755889761-1.190761533908147,-54.02362951747394-1.198578099630839,-54.02105669226859-1.207059567681701,-54.02018795551135-1.21588))/items//comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
21631,CICATRIZ_DE_QUEIMADA,2019-09-30,0.0,11.2302029914,Nova Maringa,MT,-56.9541,-13.105,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-56.954,-13.105/zoom/13.49/dates/2019-09-16T00:00:00Z..2019-09-30T00:00:00Z/geometry/POLYGON((-56.90888795551135-13.105,-56.90975669226859-13.1138204323183,-56.91232951747394-13.12230190036916,-56.91650755889761-13.13011846609185,-56.92213025675076-13.13696974324923,-56.92898153390814-13.14259244110239,-56.93679809963083-13.14677048252605,-56.94527956768169-13.14934330773141,-56.9541-13.15021204448865,-56.96292043231829-13.14934330773141,-56.97140190036916-13.14677048252605,-56.97921846609185-13.14259244110239,-56.98606974324923-13.13696974324923,-56.99169244110238-13.13011846609185,-56.99587048252605-13.12230190036916,-56.9984433077314-13.1138204323183,-56.99931204448865-13.105,-56.9984433077314-13.0961795676817,-56.99587048252605-13.08769809963084,-56.99169244110238-13.07988153390815,-56.98606974324923-13.07303025675077,-56.97921846609185-13.06740755889762,-56.97140190036916-13.06322951747395,-56.9629204323183-13.06065669226859,-56.9541-13.05978795551135,-56.9452795676817-13.06065669226859,-56.93679809963083-13.06322951747395,-56.92898153390814-13.06740755889762,-56.92213025675076-13.07303025675077,-56.91650755889761-13.07988153390815,-56.91232951747394-13.08769809963084,-56.90975669226859-13.0961795676817,-56.90888795551135-13.105))/items/PSScene4Band%320190929_135859_60_1066,PSScene4Band%320190929_135901_60_1066,PSScene4Band%320190927_134517_1005,PSScene4Band%320190927_134518_1005,PSScene4Band%320190925_134108_103c,PSScene4Band%320190925_132017_100d,PSScene4Band%320190924_150330_76_1067,PSScene4Band%320190922_134209_1010,PSScene4Band%320190922_134210_1010,PSScene4Band%320190922_134207_1010,PSScene4Band%320190922_135808_54_1061,PSScene4Band%320190921_132246_104e,PSScene4Band%320190921_132247_104e,PSScene4Band%320190921_132245_104e,PSScene4Band%320190920_134241_1040,PSScene4Band%320190920_134240_1040,PSScene4Band%320190920_134239_1040,PSScene4Band%320190919_134411_1039,PSScene4Band%320190919_134412_1039,PSScene4Band%320190919_134413_1039,PSScene4Band%320190918_134428_1009,PSScene4Band%320190918_134429_1009,PSScene4Band%320190917_132423_0f49,PSScene4Band%320190917_132424_0f49,PSScene4Band%320190917_132425_0f49,PSScene4Band%320190916_132248_1049,PSScene4Band%320190916_132247_1049/comparing/result::PSScene4Band:1568678400000,result::PSScene4Band:1569715200000",,,,,,,,,,,,
21698,CICATRIZ_DE_QUEIMADA,2019-07-05,0.0,11.1403049602,Iracema,RR,-61.7633,2.22219,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-61.763,2.222/zoom/13.49/dates/2019-06-21T00:00:00Z..2019-07-05T00:00:00Z/geometry/POLYGON((-61.718087955511352.22219,-61.71895669226862.213369567681701,-61.721529517473952.20488809963084,-61.725707558897622.197071533908147,-61.731330256750772.190220256750766,-61.738181533908152.184597558897615,-61.745998099630842.180419517473945,-61.75447956768172.177846692268594,-61.76332.176977955511348,-61.77212043231832.177846692268594,-61.780601900369162.180419517473945,-61.788418466091852.184597558897615,-61.795269743249242.190220256750766,-61.800892441102382.197071533908147,-61.805070482526062.20488809963084,-61.80764330773142.213369567681701,-61.808512044488652.22219,-61.80764330773142.231010432318298,-61.805070482526062.23949190036916,-61.800892441102382.247308466091853,-61.795269743249242.254159743249233,-61.788418466091852.259782441102385,-61.780601900369162.263960482526055,-61.77212043231832.266533307731406,-61.76332.267402044488652,-61.754479567681712.266533307731406,-61.745998099630842.263960482526055,-61.738181533908152.259782441102385,-61.731330256750772.254159743249234,-61.725707558897622.247308466091853,-61.721529517473952.239491900369161,-61.71895669226862.231010432318299,-61.718087955511352.22219))/items/PSScene4Band%320190626_151855_36_1067,PSScene4Band%320190704_140730_103c,PSScene4Band%320190704_140731_103c,PSScene4Band%320190629_140700_1044,PSScene4Band%320190629_140701_1044,PSScene4Band%320190627_134624_1050/comparing/result::PSScene4Band:1561161600000,result::PSScene4Band:1562198400000",,,,,,,,,,,,
21732,CICATRIZ_DE_QUEIMADA,2016-08-17,0.0,25.4985211392,Ipixuna do Para,PA,-47.3933,-2.68826,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-47.393,-2.688/zoom/13.49/dates/2016-08-03T00:00:00Z..2016-08-17T00:00:00Z/geometry/POLYGON((-47.34808795551135-2.68826,-47.3489566922686-2.697080432318299,-47.35152951747395-2.70556190036916,-47.35570755889762-2.713378466091853,-47.36133025675077-2.720229743249234,-47.36818153390815-2.725852441102385,-47.37599809963084-2.730030482526055,-47.3844795676817-2.732603307731406,-47.3933-2.733472044488652,-47.4021204323183-2.732603307731406,-47.41060190036917-2.730030482526055,-47.41841846609186-2.725852441102385,-47.42526974324924-2.720229743249234,-47.43089244110239-2.713378466091853,-47.43507048252606-2.70556190036916,-47.43764330773141-2.697080432318299,-47.43851204448865-2.68826,-47.43764330773141-2.679439567681702,-47.43507048252606-2.67095809963084,-47.43089244110239-2.663141533908147,-47.42526974324924-2.656290256750767,-47.41841846609186-2.650667558897615,-47.41060190036917-2.646489517473945,-47.40212043231831-2.643916692268594,-47.3933-2.643047955511348,-47.38447956768171-2.643916692268594,-47.37599809963084-2.646489517473945,-47.36818153390815-2.650667558897615,-47.36133025675077-2.656290256750766,-47.35570755889762-2.663141533908147,-47.35152951747395-2.670958099630839,-47.3489566922686-2.679439567681701,-47.34808795551135-2.68826))/items/PSScene4Band%320160812_124045_0e14,PSScene4Band%320160812_124044_0e14,PSScene4Band%320160807_124026_0e19,PSScene4Band%320160807_124025_0e19,PSScene4Band%320160808_161048_0c1b,PSScene4Band%320160808_161047_0c1b,PSScene4Band%320160808_161046_1_0c1b/comparing/result::PSScene4Band:1470268800000,result::PSScene4Band:1471305600000",,,,,,,,,,,,
